Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,PF,PTS,HoF
Shaler Halimon,251.0,16.63,3.13,7.99,0.39,3.13,7.99,0.39,1.09,1.71,0.64,3.94,2.06,1.83,7.35,No
Shellie McMillon,325.0,19.08,3.83,8.77,0.44,3.83,8.77,0.44,1.67,2.67,0.63,5.97,0.9,2.92,9.34,No
Sherwin Raiken,6.0,10.5,0.5,3.5,0.14,0.5,3.5,0.14,0.5,1.33,0.38,1.33,1.0,1.67,1.5,No
Si Green,621.0,22.93,3.02,7.88,0.38,3.02,7.88,0.38,2.05,3.05,0.67,3.87,2.85,2.49,8.1,No
Sid Catlett,9.0,4.44,0.22,1.0,0.22,0.22,1.0,0.22,0.22,1.0,0.22,0.44,0.11,0.33,0.67,No
Sidney Wicks,640.0,35.21,7.36,15.97,0.46,7.36,15.97,0.46,3.99,5.71,0.7,9.36,3.3,3.3,18.71,No
Skip Harlicka,26.0,8.38,1.58,3.46,0.46,1.58,3.46,0.46,0.92,1.19,0.77,0.62,1.42,1.12,4.08,No
Skippy Whitaker,3.0,5.0,0.33,2.0,0.17,0.33,2.0,0.17,0.0,0.0,0.0,0.33,0.33,1.33,0.67,No
Slater Martin,811.0,29.95,3.55,9.82,0.36,3.55,9.82,0.36,2.84,3.71,0.76,3.19,4.23,3.0,9.93,Yes
Slick Leonard,426.0,27.31,3.69,10.59,0.35,3.69,10.59,0.35,2.48,3.33,0.74,2.86,3.35,2.15,9.87,Yes
Slick Watts,508.0,25.78,3.58,8.73,0.41,3.58,8.73,0.41,1.55,2.61,0.6,3.1,5.85,2.95,8.72,No
Sonny Dove,57.0,6.98,1.21,3.07,0.39,1.21,3.07,0.39,0.63,1.09,0.58,2.0,0.4,1.33,3.05,No
Sonny Hertzberg,133.0,0.0,3.62,11.4,0.32,3.62,11.4,0.32,2.75,3.47,0.79,1.95,3.34,2.32,9.98,No
Sonny Parker,226.0,25.89,4.74,9.27,0.51,4.74,9.27,0.51,1.63,2.15,0.76,4.45,2.23,1.99,11.12,No
Spencer Haywood,638.0,36.92,8.74,18.68,0.47,8.74,18.68,0.47,4.39,5.49,0.8,10.38,2.02,2.92,21.87,Yes
Stacey Arceneaux,7.0,15.71,3.14,8.0,0.39,3.14,8.0,0.39,0.86,1.86,0.46,4.57,0.57,1.43,7.14,No
Stan Brown,15.0,9.4,1.47,4.2,0.35,1.47,4.2,0.35,0.67,1.2,0.56,1.13,0.6,2.13,3.6,No
Stan Love,227.0,15.2,2.8,6.36,0.44,2.8,6.36,0.44,1.22,1.63,0.75,3.99,0.76,2.55,6.83,No
Stan McKenzie,429.0,18.12,3.1,7.0,0.44,3.1,7.0,0.44,2.44,3.04,0.8,2.73,1.48,2.18,8.64,No
Stan Miasek,264.0,20.23,2.99,8.12,0.37,2.99,8.12,0.37,2.73,4.12,0.66,5.15,1.74,3.71,8.72,No
Stan Patrick,106.0,0.0,2.19,5.55,0.39,2.19,5.55,0.39,1.68,2.77,0.61,0.0,1.4,1.43,6.06,No
Stan Pietkiewicz,4.0,8.0,0.25,2.0,0.12,0.25,2.0,0.12,0.5,0.5,1.0,1.5,0.75,1.25,1.0,No
Stan Washington,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
Steve Bracey,187.0,15.26,2.6,5.59,0.47,2.6,5.59,0.47,0.89,1.3,0.68,1.56,2.18,1.73,6.1,No
Steve Courtin,24.0,13.21,1.75,4.29,0.41,1.75,4.29,0.41,0.71,0.88,0.81,0.92,0.92,1.83,4.21,No
Steve Downing,27.0,5.41,0.78,2.44,0.32,0.78,2.44,0.32,0.81,1.48,0.55,1.52,0.41,1.22,2.37,No
Steve Green,153.0,10.67,1.84,4.19,0.44,1.84,4.19,0.44,0.93,1.33,0.7,1.96,0.63,1.72,4.61,No
Steve Hamilton,82.0,13.34,1.68,4.52,0.37,1.68,4.52,0.37,1.12,1.61,0.7,3.39,0.52,2.23,4.49,No
Steve Hawes,399.0,23.04,3.62,7.52,0.48,3.62,7.52,0.48,1.43,1.83,0.78,7.05,1.89,2.69,8.66,No
Steve Jones,64.0,12.8,2.62,5.94,0.44,2.62,5.94,0.44,1.22,1.47,0.83,1.17,0.98,1.5,6.47,No
Steve Kuberski,638.0,13.89,2.18,5.17,0.42,2.18,5.17,0.42,1.06,1.36,0.78,3.77,0.6,1.64,5.42,No
Steve Mix,501.0,27.77,4.42,8.92,0.5,4.42,8.92,0.5,2.64,3.33,0.79,6.47,1.93,2.62,11.48,No
Steve Patterson,416.0,15.62,1.82,4.54,0.4,1.82,4.54,0.4,0.58,0.97,0.6,4.47,1.26,1.6,4.22,No
Steve Sheppard,148.0,8.49,1.29,2.8,0.46,1.29,2.8,0.46,0.52,0.84,0.62,1.52,0.55,0.84,3.1,No
Stu Lantz,622.0,27.41,4.34,10.02,0.43,4.34,10.02,0.43,3.27,4.01,0.82,3.24,2.82,2.38,11.95,No
Swede Halbrook,143.0,14.26,2.15,6.19,0.35,2.15,6.19,0.35,1.2,2.03,0.59,6.64,0.45,3.08,5.5,No
Swen Nater,229.0,29.45,5.42,10.24,0.53,5.42,10.24,0.53,2.24,2.9,0.77,11.33,2.03,3.2,13.07,No
T.R. Dunn,143.0,18.15,2.42,5.52,0.44,2.42,5.52,0.44,1.11,1.5,0.74,3.43,1.03,1.68,5.95,No
Tal Skinner,145.0,19.3,1.89,4.36,0.43,1.89,4.36,0.43,0.77,1.22,0.63,4.19,1.05,1.91,4.55,No
Tate Armstrong,92.0,10.6,1.73,3.8,0.45,1.73,3.8,0.45,0.35,0.43,0.8,0.96,1.14,0.7,3.8,No
Ted Luckenbill,87.0,6.86,0.79,2.16,0.37,0.79,2.16,0.37,0.67,1.1,0.6,1.91,0.4,1.16,2.25,No
Ted Manakas,5.0,9.0,0.8,2.0,0.4,0.8,2.0,0.4,0.8,0.8,1.0,0.6,0.4,0.8,2.4,No
Ted McClain,248.0,18.17,2.23,5.01,0.44,2.23,5.01,0.44,1.03,1.31,0.78,2.1,2.81,2.23,5.49,No
Terry Dischinger,652.0,27.36,5.3,10.48,0.51,5.3,10.48,0.51,3.22,4.25,0.76,5.59,1.77,3.15,13.82,No
Terry Driscoll,304.0,13.96,1.79,4.2,0.43,1.79,4.2,0.43,0.83,1.2,0.69,4.36,0.8,2.24,4.4,No
Terry Furlow,241.0,18.15,4.16,8.93,0.47,4.16,8.93,0.47,1.78,2.1,0.85,1.99,1.9,1.34,10.1,No
Terry Thomas,28.0,4.86,1.0,2.32,0.43,1.0,2.32,0.43,0.75,1.04,0.72,1.29,0.11,0.75,2.75,No
Terry Tyler,82.0,31.22,5.56,11.54,0.48,5.56,11.54,0.48,1.76,2.67,0.66,7.9,1.09,3.1,12.88,No
Tex Ritter,96.0,0.0,1.45,4.17,0.35,1.45,4.17,0.35,1.81,2.57,0.7,0.68,0.92,1.59,4.71,No
Thales McReynolds,5.0,5.6,0.2,2.4,0.08,0.2,2.4,0.08,0.2,0.4,0.5,1.2,0.2,0.0,0.6,No
Ticky Burden,63.0,9.89,2.37,5.62,0.42,2.37,5.62,0.42,0.81,1.35,0.6,1.05,1.0,1.41,5.54,No
Tim Bassett,223.0,24.32,2.5,6.44,0.39,2.5,6.44,0.39,1.08,1.82,0.59,6.56,1.22,2.9,6.08,No
Tiny Archibald,536.0,38.17,8.31,17.88,0.46,8.31,17.88,0.46,6.42,7.82,0.82,2.59,7.61,2.36,23.04,Yes
Toby Kimball,571.0,18.28,2.42,5.69,0.43,2.42,5.69,0.43,1.23,2.15,0.57,6.78,1.0,2.24,6.08,No
Toby Knight,162.0,23.68,5.13,10.12,0.51,5.13,10.12,0.51,1.28,1.87,0.69,5.36,1.0,3.21,11.54,No
Togo Palazzi,387.0,13.84,2.96,7.75,0.38,2.96,7.75,0.38,1.66,2.25,0.74,3.55,0.73,1.78,7.59,No
Tom Abernethy,213.0,18.38,2.56,5.14,0.5,2.56,5.14,0.5,1.23,1.59,0.77,3.62,1.31,1.75,6.36,No
Tom Barker,137.0,16.83,2.32,5.46,0.43,2.32,5.46,0.43,1.21,1.74,0.7,4.66,0.66,2.74,5.85,No
Tom Black,142.0,12.3,1.7,4.24,0.4,1.7,4.24,0.4,0.8,1.24,0.65,3.65,0.62,1.92,4.21,No
Tom Boerwinkle,635.0,22.66,2.93,6.47,0.45,2.93,6.47,0.45,1.37,2.03,0.68,9.05,3.16,2.85,7.24,No
Tom Boswell,249.0,18.91,2.9,5.59,0.52,2.9,5.59,0.52,1.61,2.27,0.71,4.83,1.66,3.11,7.41,No
Tom Brennan,11.0,4.73,0.45,1.0,0.45,0.45,1.0,0.45,0.0,0.0,0.0,0.45,0.18,0.45,0.91,No
Tom Burleson,378.0,23.25,3.94,8.79,0.45,3.94,8.79,0.45,2.67,3.63,0.74,6.95,1.51,3.16,10.56,No
Tom Gola,771.0,32.68,4.32,9.95,0.43,4.32,9.95,0.43,2.74,3.6,0.76,7.96,4.23,3.87,11.37,Yes
Tom Hawkins,764.0,24.17,3.61,8.08,0.45,3.61,8.08,0.45,1.51,2.64,0.57,6.03,1.14,2.9,8.73,No
Tom Heinsohn,654.0,29.44,7.3,18.02,0.4,7.3,18.02,0.4,4.05,5.13,0.79,8.79,2.02,3.75,18.65,Yes
Tom Henderson,479.0,31.33,4.63,10.66,0.43,4.63,10.66,0.43,2.47,3.35,0.74,2.74,5.66,1.87,11.73,No
Tom Hoover,100.0,12.7,1.28,3.1,0.41,1.28,3.1,0.41,0.94,1.59,0.59,4.25,0.56,2.57,3.5,No
Tom Ingelsby,48.0,8.29,1.04,2.73,0.38,1.04,2.73,0.38,0.6,0.77,0.78,0.92,0.77,0.9,2.69,No
Tom Kozelko,189.0,10.11,0.88,2.11,0.42,0.88,2.11,0.42,0.39,0.52,0.74,1.83,0.52,1.49,2.15,No
Tom Kropp,78.0,7.08,1.03,2.33,0.44,1.03,2.33,0.44,0.42,0.6,0.7,0.79,0.6,1.24,2.47,No
Tom LaGarde,100.0,14.43,1.94,4.18,0.46,1.94,4.18,0.46,1.71,2.45,0.7,4.04,0.79,2.21,5.59,No
Tom Marshall,206.0,15.07,1.97,5.24,0.38,1.97,5.24,0.38,1.42,1.98,0.72,2.88,1.0,1.17,5.36,No
Tom McMillen,352.0,19.22,3.28,6.86,0.48,3.28,6.86,0.48,1.29,1.6,0.81,4.86,1.01,2.43,7.86,No
Tom Meschery,778.0,30.15,4.98,11.3,0.44,4.98,11.3,0.44,2.76,3.71,0.75,8.61,1.71,3.65,12.73,No
Tom Owens,210.0,23.65,4.67,8.9,0.52,4.67,8.9,0.52,2.75,3.6,0.76,6.78,2.28,3.28,12.1,No
Tom Patterson,25.0,4.0,0.84,2.0,0.42,0.84,2.0,0.42,0.56,0.72,0.78,0.96,0.2,0.72,2.24,No
Tom Payne,29.0,7.83,1.55,3.55,0.44,1.55,3.55,0.44,1.0,1.59,0.63,2.38,0.52,1.38,4.1,No
Tom Riker,82.0,7.38,0.93,2.44,0.38,0.93,2.44,0.38,0.89,1.5,0.59,1.68,0.29,1.04,2.74,No
Tom Sanders,916.0,24.2,3.73,8.72,0.43,3.73,8.72,0.43,2.11,2.75,0.77,6.33,1.12,3.32,9.57,Yes
Tom Stith,25.0,8.36,1.48,4.4,0.34,1.48,4.4,0.34,0.12,0.4,0.3,1.56,0.72,0.92,3.08,No
Tom Thacker,218.0,10.03,1.41,3.8,0.37,1.41,3.8,0.37,0.49,1.02,0.48,2.39,1.02,1.67,3.31,No
Tom Van Arsdale,1167.0,30.29,5.79,13.48,0.43,5.79,13.48,0.43,3.41,4.46,0.76,4.12,2.24,3.09,14.99,No
Tom Workman,63.0,4.48,0.95,2.14,0.44,0.95,2.14,0.44,0.71,0.97,0.74,1.22,0.13,0.81,2.62,No
Tommie Green,59.0,13.71,1.56,4.02,0.39,1.56,4.02,0.39,0.81,1.07,0.76,1.15,2.37,1.88,3.93,No
Tommy Byrnes,147.0,0.0,1.92,6.33,0.3,1.92,6.33,0.3,1.34,1.99,0.67,0.97,1.54,1.62,5.18,No
Tommy Kearns,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,No
Tommy Kron,184.0,17.06,2.45,6.29,0.39,2.45,6.29,0.39,1.59,2.11,0.75,3.28,2.82,2.42,6.48,No
Tommy O'Keefe,12.0,0.0,1.67,4.67,0.36,1.67,4.67,0.36,0.5,0.67,0.75,1.17,1.67,0.83,3.83,No
Tony Jaros,124.0,0.0,1.39,4.65,0.3,1.39,4.65,0.3,1.1,1.6,0.69,1.06,1.06,1.91,3.88,No
Tony Lavelli,86.0,0.0,2.26,6.15,0.37,2.26,6.15,0.37,2.36,2.77,0.85,0.69,0.73,1.9,6.87,No
Tony Robertson,75.0,13.37,2.44,5.61,0.43,2.44,5.61,0.43,0.57,0.83,0.69,1.07,1.43,1.91,5.45,No
Tony Windis,9.0,21.44,1.78,6.67,0.27,1.78,6.67,0.27,0.44,0.67,0.67,5.22,3.56,2.22,4.0,No
Travis Grant,36.0,4.42,1.44,3.33,0.43,1.44,3.33,0.43,0.67,0.81,0.83,1.47,0.19,0.56,3.56,No
Tree Rollins,161.0,22.95,3.42,6.68,0.51,3.42,6.68,0.51,1.2,1.8,0.67,7.08,0.8,4.06,8.03,No
Truck Robinson,532.0,32.55,6.72,14.21,0.47,6.72,14.21,0.47,3.6,5.23,0.69,10.16,1.57,2.92,17.03,No
Tyrone Britt,11.0,7.64,1.18,3.09,0.38,1.18,3.09,0.38,0.18,0.27,0.67,1.36,1.09,0.91,2.55,No
Vern Gardner,151.0,3.36,3.4,9.89,0.34,3.4,9.89,0.34,2.06,2.75,0.75,2.31,1.62,2.95,8.87,No
Vern Hatton,329.0,14.51,1.93,5.55,0.35,1.93,5.55,0.35,1.07,1.45,0.73,2.16,1.16,1.23,4.92,No
Vern Mikkelsen,699.0,26.38,5.07,12.61,0.4,5.07,12.61,0.4,4.25,5.54,0.77,8.5,2.17,4.02,14.4,Yes
Vester Marshall,13.0,13.38,0.54,2.23,0.24,0.54,2.23,0.24,0.23,0.54,0.43,2.85,0.31,1.54,1.31,No
Vic Bartolome,38.0,4.34,0.39,1.55,0.25,0.39,1.55,0.25,0.11,0.13,0.8,1.58,0.08,0.58,0.89,No
Vince Boryla,285.0,18.11,4.16,11.23,0.37,4.16,11.23,0.37,2.85,3.49,0.82,2.92,2.14,3.24,11.18,No
Wah Wah Jones,140.0,9.43,3.72,10.48,0.36,3.72,10.48,0.36,2.76,3.64,0.76,2.91,3.06,3.23,10.2,No
Wali Jones,624.0,23.39,4.01,9.78,0.41,4.01,9.78,0.41,1.91,2.39,0.8,2.25,3.17,2.76,9.93,No
Wally Anderzunas,44.0,8.41,1.48,3.77,0.39,1.48,3.77,0.39,0.66,1.05,0.63,1.86,0.2,1.07,3.61,No
Wally Osterkorn,204.0,25.43,2.22,6.66,0.33,2.22,6.66,0.33,2.6,4.39,0.59,5.97,1.7,2.92,7.04,No
Wally Walker,280.0,13.59,2.55,5.61,0.45,2.55,5.61,0.45,0.98,1.56,0.63,2.58,0.98,1.77,6.08,No
Walt Bellamy,1290.0,36.81,7.38,14.33,0.52,7.38,14.33,0.52,4.77,7.57,0.63,13.41,2.4,3.42,19.54,Yes
Walt Budko,193.0,5.83,2.38,7.03,0.34,2.38,7.03,0.34,2.2,2.98,0.74,3.54,1.93,3.41,6.97,No
Walt Davis,386.0,15.56,1.83,4.91,0.37,1.83,4.91,0.37,0.97,1.38,0.7,4.07,0.67,2.74,4.63,No
Walt Frazier,822.0,37.64,7.45,15.21,0.49,7.45,15.21,0.49,4.04,5.14,0.79,5.87,6.12,2.65,18.94,Yes
Walt Gilmore,27.0,9.67,0.85,2.0,0.43,0.85,2.0,0.43,0.44,0.96,0.46,2.7,0.44,1.81,2.15,No
Walt Hazzard,779.0,25.63,4.75,10.81,0.44,4.75,10.81,0.44,2.49,3.28,0.76,2.87,4.73,2.74,12.0,No
Walt Kirk,127.0,3.12,1.75,6.48,0.27,1.75,6.48,0.27,2.87,4.02,0.72,0.35,1.84,2.81,6.37,No
Walt Lautenbach,55.0,0.0,1.82,6.04,0.3,1.82,6.04,0.3,0.69,1.0,0.69,0.0,1.33,2.22,4.33,No
Walt Wesley,692.0,15.93,3.07,7.09,0.43,3.07,7.09,0.43,1.5,2.4,0.63,5.0,0.62,2.28,7.63,No
Walter Davis,160.0,31.42,9.69,17.85,0.54,9.69,17.85,0.54,4.54,5.47,0.83,5.36,3.82,3.08,23.92,No
Walter Dukes,553.0,26.53,3.46,9.36,0.37,3.46,9.36,0.37,3.51,5.01,0.7,11.25,1.1,4.09,10.42,No
Wardell Jackson,56.0,16.77,1.71,4.32,0.4,1.71,4.32,0.4,0.91,1.27,0.72,2.38,0.54,2.25,4.34,No
Warren Perkins,126.0,0.0,2.09,6.75,0.31,2.09,6.75,0.31,1.91,3.1,0.62,2.53,2.04,3.9,6.09,No
Wayman Britt,7.0,2.29,0.43,1.43,0.3,0.43,1.43,0.3,0.43,0.57,0.75,0.57,0.29,0.43,1.29,No
Wayne Cooper,65.0,12.23,1.97,4.51,0.44,1.97,4.51,0.44,0.63,0.94,0.67,4.31,0.32,1.82,4.57,No
Wayne Embry,831.0,26.19,4.81,10.91,0.44,4.81,10.91,0.44,2.88,4.5,0.64,9.08,1.44,3.42,12.49,Yes
Wayne Hightower,463.0,21.81,3.09,8.7,0.35,3.09,8.7,0.35,2.41,3.22,0.75,5.83,0.98,2.81,8.59,No
Wayne Molis,13.0,5.77,1.46,3.92,0.37,1.46,3.92,0.37,0.54,1.0,0.54,1.69,0.15,0.69,3.46,No
Wayne Radford,52.0,12.48,1.6,3.37,0.47,1.6,3.37,0.47,0.69,0.87,0.8,1.31,1.1,1.17,3.88,No
Wayne See,61.0,0.0,1.85,4.97,0.37,1.85,4.97,0.37,1.54,2.21,0.7,0.0,2.34,2.41,5.25,No
Wayne Stevens,8.0,6.12,0.38,2.38,0.16,0.38,2.38,0.16,0.88,1.25,0.7,2.0,0.5,0.5,1.62,No
Wayne Yates,37.0,7.11,0.84,2.84,0.3,0.84,2.84,0.3,0.27,0.59,0.45,2.54,0.43,1.95,1.95,No
Wes Unseld,839.0,36.74,4.55,8.96,0.51,4.55,8.96,0.51,2.01,3.2,0.63,14.31,3.92,2.79,11.11,Yes
Wesley Cox,74.0,10.99,1.65,4.0,0.41,1.65,4.0,0.41,1.32,2.59,0.51,2.78,0.31,2.03,4.62,No
Whitey Bell,36.0,13.72,2.14,5.64,0.38,2.14,5.64,0.38,0.81,1.28,0.63,2.61,1.56,1.83,5.08,No
Whitey Martin,66.0,15.42,1.44,4.42,0.33,1.44,4.42,0.33,0.56,0.83,0.67,2.39,1.74,2.39,3.44,No
Whitey Skoog,341.0,26.96,3.41,8.8,0.39,3.41,8.8,0.39,1.38,1.73,0.8,3.32,2.65,3.01,8.21,No
Whitey Von Nieda,118.0,0.0,2.03,5.69,0.36,2.03,5.69,0.36,1.24,1.95,0.63,0.0,2.42,2.15,5.31,No
Wil Jones,159.0,27.8,4.18,9.64,0.43,4.18,9.64,0.43,1.57,2.15,0.73,5.9,1.92,3.52,9.92,No
Wilbur Holland,276.0,29.61,5.83,12.89,0.45,5.83,12.89,0.45,1.97,2.47,0.8,3.05,3.34,2.71,13.62,No
Will Frazier,2.0,4.5,0.0,2.0,0.0,0.0,2.0,0.0,0.5,1.0,0.5,2.5,0.5,0.5,0.5,No
William Smith,30.0,16.37,2.7,6.27,0.43,2.7,6.27,0.43,1.43,2.4,0.6,4.77,0.67,2.7,6.83,No
Willie Jones,272.0,16.79,3.11,7.92,0.39,3.11,7.92,0.39,1.19,1.75,0.68,2.82,2.0,2.42,7.41,No
Willie McCarter,155.0,18.34,3.11,7.73,0.4,3.11,7.73,0.4,0.81,1.24,0.66,1.6,1.96,1.81,7.03,No
Willie Naulls,857.0,28.35,6.05,15.0,0.4,6.05,15.0,0.4,2.98,3.71,0.8,8.91,1.52,3.04,15.09,No
Willie Norwood,465.0,17.1,2.78,5.75,0.48,2.78,5.75,0.48,1.77,2.55,0.7,3.69,0.85,2.47,7.33,No
Willie Smith,16.0,9.31,1.44,2.81,0.51,1.44,2.81,0.51,0.75,1.06,0.71,0.81,1.12,1.31,3.62,No
Willie Somerset,8.0,12.25,2.25,5.38,0.42,2.25,5.38,0.42,1.12,1.38,0.82,1.88,1.12,2.62,5.62,No
Willie Williams,50.0,4.2,0.4,1.68,0.24,0.4,1.68,0.24,0.12,0.2,0.6,0.92,0.32,0.56,0.92,No
Willie Wise,77.0,18.35,3.08,6.7,0.46,3.08,6.7,0.46,1.86,2.88,0.64,3.32,1.84,2.36,8.01,No
Willis Reed,650.0,35.5,7.48,15.7,0.48,7.48,15.7,0.48,3.79,5.07,0.75,12.94,1.82,3.71,18.74,Yes
Wilson Washington,138.0,16.38,3.03,6.13,0.49,3.03,6.13,0.49,0.9,1.52,0.59,4.39,0.49,2.43,6.96,No
Wilt Chamberlain,1118.0,45.76,12.29,22.88,0.54,12.29,22.88,0.54,5.78,11.4,0.51,22.9,4.38,1.99,30.37,Yes
Win Wilfong,268.0,17.95,2.55,7.08,0.36,2.55,7.08,0.36,1.71,2.3,0.74,3.4,2.11,2.42,6.81,No
Winford Boynes,69.0,17.04,3.71,8.62,0.43,3.71,8.62,0.43,1.93,2.45,0.79,2.25,1.09,1.7,9.35,No
Woody Sauldsberry,602.0,24.62,4.24,12.05,0.35,4.24,12.05,0.35,1.09,1.77,0.62,6.75,0.96,2.75,9.58,No
World B. Free,303.0,27.65,6.24,13.42,0.47,6.24,13.42,0.47,4.99,6.85,0.73,2.89,3.35,2.53,17.47,No
Worthy Patterson,4.0,3.25,0.75,2.0,0.38,0.75,2.0,0.38,0.25,0.5,0.5,0.5,0.5,0.75,1.75,No
York Larese,118.0,11.92,2.07,5.54,0.37,2.07,5.54,0.37,0.98,1.22,0.81,1.31,1.59,1.76,5.12,No
Zaid Abdul-Aziz,570.0,21.27,3.4,8.05,0.42,3.4,8.05,0.42,1.94,2.69,0.72,7.94,1.14,2.22,8.73,No
Zeke Sinicola,12.0,4.0,0.42,1.67,0.25,0.42,1.67,0.25,0.25,0.67,0.38,0.17,0.25,0.83,1.08,No
Zeke Zawoluk,179.0,19.74,2.21,5.95,0.37,2.21,5.95,0.37,2.34,3.04,0.77,4.09,1.21,2.51,6.76,No
Zelmo Beaty,570.0,32.19,5.96,12.7,0.47,5.96,12.7,0.47,4.06,5.42,0.75,10.44,1.47,3.74,15.98,Yes
